timestamp,model,prompt,brand,mentioned,position,rank,sentiment,reason
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Allnii,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Konvy,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,EVEANDBOY,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Beautrium,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Sephora,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Watsons,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Boots,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Lazada,True,640,2,positive,มี LazMall สำหรับสินค้าแบรนด์แท้และระบบขนส่งดี
2026-03-21 20:38:33,gemini-2.5-flash,ซื้อของออนไลน์ที่ไหนดีในไทย?,Shopee,True,232,1,positive,มีสินค้าหลากหลายและโปรโมชั่น โค้ดส่วนลดบ่อย
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Allnii,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Konvy,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,EVEANDBOY,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Beautrium,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Sephora,True,3274,3,positive,มั่นใจในคุณภาพสินค้าเฉพาะทาง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Watsons,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Boots,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Lazada,True,1354,2,positive,โปรโมชั่นและส่วนลด
2026-03-21 20:38:57,gemini-2.5-flash,แพลตฟอร์มช้อปปิ้งออนไลน์ไหนดีที่สุด?,Shopee,True,617,1,positive,โปรโมชั่นเยอะมาก
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Allnii,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Konvy,True,1196,2,positive,"ยอดนิยม, สินค้าเยอะ, โปรโมชั่นลดราคาแรง"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,EVEANDBOY,True,1408,3,positive,"สินค้าหลากหลาย, โปรโมชั่นลดราคาเยอะ"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Beautrium,False,-1,0,not_mentioned,ไม่ถูกพูดถึง
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Sephora,True,499,1,positive,"แบรนด์หลากหลาย/หายาก, มีโปรโมชั่น/ของแถม, มีระบบสมาชิก"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Watsons,True,1618,4,positive,"สินค้าเข้าถึงง่าย, โปรโมชั่นเยอะ"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Boots,True,1790,5,positive,"ราคาจับต้องได้, โปรโมชั่นน่าสนใจ"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Lazada,True,2020,6,positive,"สินค้าเยอะมาก, ต้องเลือกซื้อจาก LazMall/Official Store เพื่อความมั่นใจ"
2026-03-21 20:39:18,gemini-2.5-flash,อยากซื้อเครื่องสำอางออนไลน์ไปที่ไหนดี?,Shopee,True,2216,7,positive,"สินค้าเยอะมาก, ต้องเลือกซื้อจาก Shopee Mall/Official Store เพื่อความมั่นใจ"
